SamplingEvent,Year,StationName,Analyte,Conc,ConcUnits,Flow,LocType,Load,LoadUnits
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,Manganese- filtered,8.59,ug/L,19700,Inlet,414,kg/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,MeHg- filtered,0.06,ng/L,19700,Inlet,2.892,g/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,MeHg- particulate,0.096,ng/L,19700,Inlet,4.627,g/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,MeHg- total,0.156,ng/L,19700,Inlet,7.519,g/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,POC,0.6,mg/L as C,19700,Inlet,28.92,"1,000 kg/day"
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,THg- filtered,3.4,ng/L,19700,Inlet,163.9,g/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,THg- particulate,26.7,ng/L,19700,Inlet,1287,g/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,THg- total,30.1,ng/L,19700,Inlet,1451,g/day
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,TOC,2.2,mg/L as C,19700,Inlet,106,"1,000 kg/day"
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,TSS,77,mg/L,19700,Inlet,3711,"1,000 kg/day"
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,VSS,9,mg/L,19700,Inlet,433.8,"1,000 kg/day"
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,4,mg/L,12402.3,Outlet,121.4,"1,000 kg/day"
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,DOC,1.1,mg/L as C,12402.3,Outlet,33.38,"1,000 kg/day"
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,104,ug/L,12402.3,Outlet,3156,kg/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,7.06,ug/L,12402.3,Outlet,214.2,kg/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.051,ng/L,12402.3,Outlet,1.548,g/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.1,ng/L,12402.3,Outlet,3.034,g/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.151,ng/L,12402.3,Outlet,4.582,g/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,POC,0.5,mg/L as C,12402.3,Outlet,15.17,"1,000 kg/day"
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,2.3,ng/L,12402.3,Outlet,69.79,g/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,9.1,ng/L,12402.3,Outlet,276.1,g/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,THg- total,11.4,ng/L,12402.3,Outlet,345.9,g/day
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,TOC,1.6,mg/L as C,12402.3,Outlet,48.55,"1,000 kg/day"
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,TSS,54,mg/L,12402.3,Outlet,1639,"1,000 kg/day"
"Mar 1-2, 2017",2017,Liberty Cut below Stairsteps,VSS,7,mg/L,12402.3,Outlet,212.4,"1,000 kg/day"
"Mar 1-2, 2017",2017,Little Holland,Chloride- filtered,3.5,mg/L,35116.6,Outlet,300.7,"1,000 kg/day"
"Mar 1-2, 2017",2017,Little Holland,DOC,1.35,mg/L as C,35116.6,Outlet,116,"1,000 kg/day"
"Mar 1-2, 2017",2017,Little Holland,Iron- filtered,126,ug/L,35116.6,Outlet,10830,kg/day
"Mar 1-2, 2017",2017,Little Holland,Manganese- filtered,7.3,ug/L,35116.6,Outlet,627.2,kg/day
"Mar 1-2, 2017",2017,Little Holland,MeHg- filtered,0.0615,ng/L,35116.6,Outlet,5.284,g/day
"Mar 1-2, 2017",2017,Little Holland,MeHg- particulate,0.0765,ng/L,35116.6,Outlet,6.573,g/day
"Mar 1-2, 2017",2017,Little Holland,MeHg- total,0.138,ng/L,35116.6,Outlet,11.86,g/day
"Mar 1-2, 2017",2017,Little Holland,POC,0.25,mg/L as C,35116.6,Outlet,21.48,"1,000 kg/day"
"Mar 1-2, 2017",2017,Little Holland,THg- filtered,2.02,ng/L,35116.6,Outlet,173.6,g/day
"Mar 1-2, 2017",2017,Little Holland,THg- particulate,9.38,ng/L,35116.6,Outlet,805.9,g/day
"Mar 1-2, 2017",2017,Little Holland,THg- total,11.4,ng/L,35116.6,Outlet,979.4,g/day
"Mar 1-2, 2017",2017,Little Holland,TOC,1.6,mg/L as C,35116.6,Outlet,137.5,"1,000 kg/day"
"Mar 1-2, 2017",2017,Little Holland,TSS,46.8,mg/L,35116.6,Outlet,4021,"1,000 kg/day"
"Mar 1-2, 2017",2017,Little Holland,VSS,6,mg/L,35116.6,Outlet,515.5,"1,000 kg/day"
"Mar 1-2, 2017",2017,Main Liberty,Chloride- filtered,4,mg/L,18963.7,Outlet,185.6,"1,000 kg/day"
"Mar 1-2, 2017",2017,Main Liberty,DOC,1.5,mg/L as C,18963.7,Outlet,69.59,"1,000 kg/day"
"Mar 1-2, 2017",2017,Main Liberty,Iron- filtered,124,ug/L,18963.7,Outlet,5753,kg/day
"Mar 1-2, 2017",2017,Main Liberty,Manganese- filtered,8.08,ug/L,18963.7,Outlet,374.9,kg/day
"Mar 1-2, 2017",2017,Main Liberty,MeHg- filtered,0.066,ng/L,18963.7,Outlet,3.062,g/day
"Mar 1-2, 2017",2017,Main Liberty,MeHg- particulate,0.108,ng/L,18963.7,Outlet,5.011,g/day
"Mar 1-2, 2017",2017,Main Liberty,MeHg- total,0.174,ng/L,18963.7,Outlet,8.073,g/day
"Mar 1-2, 2017",2017,Main Liberty,POC,0.55,mg/L as C,18963.7,Outlet,25.52,"1,000 kg/day"
"Mar 1-2, 2017",2017,Main Liberty,THg- filtered,2.7,ng/L,18963.7,Outlet,125.3,g/day
"Mar 1-2, 2017",2017,Main Liberty,THg- particulate,8.55,ng/L,18963.7,Outlet,396.7,g/day
"Mar 1-2, 2017",2017,Main Liberty,THg- total,11.2,ng/L,18963.7,Outlet,519.6,g/day
"Mar 1-2, 2017",2017,Main Liberty,TOC,2.05,mg/L as C,18963.7,Outlet,95.11,"1,000 kg/day"
"Mar 1-2, 2017",2017,Main Liberty,TSS,56.5,mg/L,18963.7,Outlet,2621,"1,000 kg/day"
"Mar 1-2, 2017",2017,Main Liberty,VSS,7,mg/L,18963.7,Outlet,324.8,"1,000 kg/day"
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,4,mg/L,24044.6,Outlet,235.3,"1,000 kg/day"
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,DOC,1.9,mg/L as C,24044.6,Outlet,111.8,"1,000 kg/day"
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,145,ug/L,24044.6,Outlet,8530,kg/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,9.11,ug/L,24044.6,Outlet,535.9,kg/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.081,ng/L,24044.6,Outlet,4.765,g/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.116,ng/L,24044.6,Outlet,6.824,g/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.197,ng/L,24044.6,Outlet,11.59,g/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,POC,0.6,mg/L as C,24044.6,Outlet,35.3,"1,000 kg/day"
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,THg- filtered,3.1,ng/L,24044.6,Outlet,182.4,g/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,THg- particulate,8,ng/L,24044.6,Outlet,470.6,g/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,THg- total,11.1,ng/L,24044.6,Outlet,653,g/day
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,TOC,2.5,mg/L as C,24044.6,Outlet,147.1,"1,000 kg/day"
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,TSS,59,mg/L,24044.6,Outlet,3471,"1,000 kg/day"
"Mar 1-2, 2017",2017,Shag Slough below Stairsteps,VSS,7,mg/L,24044.6,Outlet,411.8,"1,000 kg/day"
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,3,mg/L,9975.2,Outlet,73.22,"1,000 kg/day"
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,1.6,mg/L as C,9975.2,Outlet,39.05,"1,000 kg/day"
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,147,ug/L,9975.2,Outlet,3588,kg/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,7.55,ug/L,9975.2,Outlet,184.3,kg/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.072,ng/L,9975.2,Outlet,1.757,g/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.053,ng/L,9975.2,Outlet,1.293,g/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.125,ng/L,9975.2,Outlet,3.051,g/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,POC,0,mg/L as C,9975.2,Outlet,0,"1,000 kg/day"
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,1.75,ng/L,9975.2,Outlet,42.71,g/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,9.65,ng/L,9975.2,Outlet,235.5,g/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,11.4,ng/L,9975.2,Outlet,278.2,g/day
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,1.6,mg/L as C,9975.2,Outlet,39.05,"1,000 kg/day"
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,39.5,mg/L,9975.2,Outlet,964,"1,000 kg/day"
"Mar 1-2, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,5,mg/L,9975.2,Outlet,122,"1,000 kg/day"
"Mar 15-16, 2017",2017,Below Liberty Island,Chloride- filtered,,,,Below Liberty,78.37,"1,000 kg/day"
"Mar 15-16, 2017",2017,Below Liberty Island,DOC,,,,Below Liberty,26.09,"1,000 kg/day"
"Mar 15-16, 2017",2017,Below Liberty Island,Iron- filtered,,,,Below Liberty,498.8,kg/day
"Mar 15-16, 2017",2017,Below Liberty Island,Manganese- filtered,,,,Below Liberty,10.05,kg/day
"Mar 15-16, 2017",2017,Below Liberty Island,MeHg- filtered,,,,Below Liberty,0.7307,g/day
"Mar 15-16, 2017",2017,Below Liberty Island,MeHg- particulate,,,,Below Liberty,0.8229,g/day
"Mar 15-16, 2017",2017,Below Liberty Island,MeHg- total,,,,Below Liberty,1.553,g/day
"Mar 15-16, 2017",2017,Below Liberty Island,POC,,,,Below Liberty,6.508,"1,000 kg/day"
"Mar 15-16, 2017",2017,Below Liberty Island,THg- filtered,,,,Below Liberty,16.98,g/day
"Mar 15-16, 2017",2017,Below Liberty Island,THg- particulate,,,,Below Liberty,16.17,g/day
"Mar 15-16, 2017",2017,Below Liberty Island,THg- total,,,,Below Liberty,33.09,g/day
"Mar 15-16, 2017",2017,Below Liberty Island,TOC,,,,Below Liberty,32.59,"1,000 kg/day"
"Mar 15-16, 2017",2017,Below Liberty Island,TSS,,,,Below Liberty,119.4,"1,000 kg/day"
"Mar 15-16, 2017",2017,Below Liberty Island,VSS,,,,Below Liberty,13.18,"1,000 kg/day"
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,15,mg/L,2931.1,Inlet,107.6,"1,000 kg/day"
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,DOC,3.95,mg/L as C,2931.1,Inlet,28.33,"1,000 kg/day"
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,Iron- filtered,10.9,ug/L,2931.1,Inlet,78.17,kg/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,3.66,ug/L,2931.1,Inlet,26.25,kg/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.0605,ng/L,2931.1,Inlet,0.4339,g/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.118,ng/L,2931.1,Inlet,0.8462,g/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.179,ng/L,2931.1,Inlet,1.284,g/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,POC,0.075,mg/L as C,2931.1,Inlet,0.5378,"1,000 kg/day"
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,THg- filtered,1.4,ng/L,2931.1,Inlet,10.04,g/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,THg- particulate,3.95,ng/L,2931.1,Inlet,28.33,g/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,THg- total,5.35,ng/L,2931.1,Inlet,38.37,g/day
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,TOC,4.03,mg/L as C,2931.1,Inlet,28.9,"1,000 kg/day"
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,TSS,13.5,mg/L,2931.1,Inlet,96.81,"1,000 kg/day"
"Mar 15-16, 2017",2017,CCSB- Overflow Weir,VSS,1,mg/L,2931.1,Inlet,7.171,"1,000 kg/day"
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,31,mg/L,1282.4,Inlet,97.26,"1,000 kg/day"
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,DOC,8.1,mg/L as C,1282.4,Inlet,25.41,"1,000 kg/day"
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,73.5,ug/L,1282.4,Inlet,230.6,kg/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,44.1,ug/L,1282.4,Inlet,138.4,kg/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.172,ng/L,1282.4,Inlet,0.5397,g/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.305,ng/L,1282.4,Inlet,0.9569,g/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.477,ng/L,1282.4,Inlet,1.497,g/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,POC,0.5,mg/L as C,1282.4,Inlet,1.569,"1,000 kg/day"
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,THg- filtered,1,ng/L,1282.4,Inlet,3.138,g/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,THg- particulate,2.1,ng/L,1282.4,Inlet,6.589,g/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,THg- total,3.1,ng/L,1282.4,Inlet,9.726,g/day
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,TOC,8.6,mg/L as C,1282.4,Inlet,26.98,"1,000 kg/day"
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,TSS,39,mg/L,1282.4,Inlet,122.4,"1,000 kg/day"
"Mar 15-16, 2017",2017,Knights Landing Ridge Cut,VSS,4,mg/L,1282.4,Inlet,12.55,"1,000 kg/day"
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,7,mg/L,1125,Inlet,19.27,"1,000 kg/day"
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,DOC,3.1,mg/L as C,1125,Inlet,8.532,"1,000 kg/day"
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,9.5,ug/L,1125,Inlet,26.15,kg/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,6.28,ug/L,1125,Inlet,17.29,kg/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.06,ng/L,1125,Inlet,0.1651,g/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.102,ng/L,1125,Inlet,0.2807,g/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.162,ng/L,1125,Inlet,0.4459,g/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,POC,0.1,mg/L as C,1125,Inlet,0.2752,"1,000 kg/day"
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,1.2,ng/L,1125,Inlet,3.303,g/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,5.8,ng/L,1125,Inlet,15.96,g/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,THg- total,7,ng/L,1125,Inlet,19.27,g/day
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,TOC,3.2,mg/L as C,1125,Inlet,8.808,"1,000 kg/day"
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,TSS,26,mg/L,1125,Inlet,71.56,"1,000 kg/day"
"Mar 15-16, 2017",2017,Putah Creek at Mace Blvd,VSS,3,mg/L,1125,Inlet,8.257,"1,000 kg/day"
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,16,mg/L,1132.5,Outlet,44.33,"1,000 kg/day"
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,DOC,5.1,mg/L as C,1132.5,Outlet,14.13,"1,000 kg/day"
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,13.2,ug/L,1132.5,Outlet,36.57,kg/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,16.4,ug/L,1132.5,Outlet,45.44,kg/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.092,ng/L,1132.5,Outlet,0.2549,g/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.434,ng/L,1132.5,Outlet,1.203,g/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.526,ng/L,1132.5,Outlet,1.457,g/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,POC,1,mg/L as C,1132.5,Outlet,2.771,"1,000 kg/day"
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,1,ng/L,1132.5,Outlet,2.771,g/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,4.5,ng/L,1132.5,Outlet,12.47,g/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,THg- total,5.5,ng/L,1132.5,Outlet,15.24,g/day
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,TOC,6.1,mg/L as C,1132.5,Outlet,16.9,"1,000 kg/day"
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,TSS,32,mg/L,1132.5,Outlet,88.66,"1,000 kg/day"
"Mar 15-16, 2017",2017,Liberty Cut below Stairsteps,VSS,4,mg/L,1132.5,Outlet,11.08,"1,000 kg/day"
"Mar 15-16, 2017",2017,Little Holland,Chloride- filtered,17,mg/L,2367.3,Outlet,98.46,"1,000 kg/day"
"Mar 15-16, 2017",2017,Little Holland,DOC,4.97,mg/L as C,2367.3,Outlet,28.79,"1,000 kg/day"
"Mar 15-16, 2017",2017,Little Holland,Iron- filtered,15.7,ug/L,2367.3,Outlet,90.93,kg/day
"Mar 15-16, 2017",2017,Little Holland,Manganese- filtered,12.6,ug/L,2367.3,Outlet,72.98,kg/day
"Mar 15-16, 2017",2017,Little Holland,MeHg- filtered,0.0888,ng/L,2367.3,Outlet,0.5143,g/day
"Mar 15-16, 2017",2017,Little Holland,MeHg- particulate,0.403,ng/L,2367.3,Outlet,2.334,g/day
"Mar 15-16, 2017",2017,Little Holland,MeHg- total,0.492,ng/L,2367.3,Outlet,2.85,g/day
"Mar 15-16, 2017",2017,Little Holland,POC,1.02,mg/L as C,2367.3,Outlet,5.908,"1,000 kg/day"
"Mar 15-16, 2017",2017,Little Holland,THg- filtered,1.05,ng/L,2367.3,Outlet,6.081,g/day
"Mar 15-16, 2017",2017,Little Holland,THg- particulate,4.62,ng/L,2367.3,Outlet,26.76,g/day
"Mar 15-16, 2017",2017,Little Holland,THg- total,5.68,ng/L,2367.3,Outlet,32.9,g/day
"Mar 15-16, 2017",2017,Little Holland,TOC,6,mg/L as C,2367.3,Outlet,34.75,"1,000 kg/day"
"Mar 15-16, 2017",2017,Little Holland,TSS,31.6,mg/L,2367.3,Outlet,183,"1,000 kg/day"
"Mar 15-16, 2017",2017,Little Holland,VSS,4.25,mg/L,2367.3,Outlet,24.62,"1,000 kg/day"
"Mar 15-16, 2017",2017,Main Liberty,Chloride- filtered,15.5,mg/L,65.8,Outlet,2.495,"1,000 kg/day"
"Mar 15-16, 2017",2017,Main Liberty,DOC,5.15,mg/L as C,65.8,Outlet,0.8291,"1,000 kg/day"
"Mar 15-16, 2017",2017,Main Liberty,Iron- filtered,13.5,ug/L,65.8,Outlet,2.173,kg/day
"Mar 15-16, 2017",2017,Main Liberty,Manganese- filtered,17.5,ug/L,65.8,Outlet,2.817,kg/day
"Mar 15-16, 2017",2017,Main Liberty,MeHg- filtered,0.116,ng/L,65.8,Outlet,0.01867,g/day
"Mar 15-16, 2017",2017,Main Liberty,MeHg- particulate,0.45,ng/L,65.8,Outlet,0.07244,g/day
"Mar 15-16, 2017",2017,Main Liberty,MeHg- total,0.566,ng/L,65.8,Outlet,0.09112,g/day
"Mar 15-16, 2017",2017,Main Liberty,POC,0.8,mg/L as C,65.8,Outlet,0.1288,"1,000 kg/day"
"Mar 15-16, 2017",2017,Main Liberty,THg- filtered,1.05,ng/L,65.8,Outlet,0.169,g/day
"Mar 15-16, 2017",2017,Main Liberty,THg- particulate,3.6,ng/L,65.8,Outlet,0.5795,g/day
"Mar 15-16, 2017",2017,Main Liberty,THg- total,4.65,ng/L,65.8,Outlet,0.7486,g/day
"Mar 15-16, 2017",2017,Main Liberty,TOC,5.95,mg/L as C,65.8,Outlet,0.9579,"1,000 kg/day"
"Mar 15-16, 2017",2017,Main Liberty,TSS,25,mg/L,65.8,Outlet,4.025,"1,000 kg/day"
"Mar 15-16, 2017",2017,Main Liberty,VSS,3.5,mg/L,65.8,Outlet,0.5634,"1,000 kg/day"
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,15,mg/L,374.8,Outlet,13.75,"1,000 kg/day"
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,DOC,5.2,mg/L as C,374.8,Outlet,4.768,"1,000 kg/day"
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,13.8,ug/L,374.8,Outlet,12.65,kg/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,18.7,ug/L,374.8,Outlet,17.15,kg/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.139,ng/L,374.8,Outlet,0.1275,g/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.467,ng/L,374.8,Outlet,0.4282,g/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.606,ng/L,374.8,Outlet,0.5557,g/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,POC,0.6,mg/L as C,374.8,Outlet,0.5502,"1,000 kg/day"
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,THg- filtered,1.1,ng/L,374.8,Outlet,1.009,g/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,THg- particulate,2.7,ng/L,374.8,Outlet,2.476,g/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,THg- total,3.8,ng/L,374.8,Outlet,3.485,g/day
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,TOC,5.8,mg/L as C,374.8,Outlet,5.318,"1,000 kg/day"
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,TSS,18,mg/L,374.8,Outlet,16.51,"1,000 kg/day"
"Mar 15-16, 2017",2017,Shag Slough below Stairsteps,VSS,3,mg/L,374.8,Outlet,2.751,"1,000 kg/day"
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,18,mg/L,1398.1,Outlet,61.57,"1,000 kg/day"
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,4.85,mg/L as C,1398.1,Outlet,16.59,"1,000 kg/day"
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,18.2,ug/L,1398.1,Outlet,62.25,kg/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,8.79,ug/L,1398.1,Outlet,30.07,kg/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.0855,ng/L,1398.1,Outlet,0.2925,g/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.372,ng/L,1398.1,Outlet,1.272,g/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.457,ng/L,1398.1,Outlet,1.563,g/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,POC,1.05,mg/L as C,1398.1,Outlet,3.592,"1,000 kg/day"
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,1.1,ng/L,1398.1,Outlet,3.763,g/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,4.75,ng/L,1398.1,Outlet,16.25,g/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,5.85,ng/L,1398.1,Outlet,20.01,g/day
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,5.9,mg/L as C,1398.1,Outlet,20.18,"1,000 kg/day"
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,31.2,mg/L,1398.1,Outlet,106.7,"1,000 kg/day"
"Mar 15-16, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,4.5,mg/L,1398.1,Outlet,15.39,"1,000 kg/day"
"Mar 28-29, 2017",2017,Below Liberty Island,Chloride- filtered,,,,Below Liberty,883,"1,000 kg/day"
"Mar 28-29, 2017",2017,Below Liberty Island,DOC,,,,Below Liberty,213.7,"1,000 kg/day"
"Mar 28-29, 2017",2017,Below Liberty Island,Iron- filtered,,,,Below Liberty,5134,kg/day
"Mar 28-29, 2017",2017,Below Liberty Island,Manganese- filtered,,,,Below Liberty,206.7,kg/day
"Mar 28-29, 2017",2017,Below Liberty Island,MeHg- filtered,,,,Below Liberty,9.315,g/day
"Mar 28-29, 2017",2017,Below Liberty Island,MeHg- particulate,,,,Below Liberty,12.08,g/day
"Mar 28-29, 2017",2017,Below Liberty Island,MeHg- total,,,,Below Liberty,21.4,g/day
"Mar 28-29, 2017",2017,Below Liberty Island,POC,,,,Below Liberty,0,"1,000 kg/day"
"Mar 28-29, 2017",2017,Below Liberty Island,THg- filtered,,,,Below Liberty,157.8,g/day
"Mar 28-29, 2017",2017,Below Liberty Island,THg- particulate,,,,Below Liberty,275.6,g/day
"Mar 28-29, 2017",2017,Below Liberty Island,THg- total,,,,Below Liberty,433.4,g/day
"Mar 28-29, 2017",2017,Below Liberty Island,TOC,,,,Below Liberty,213.7,"1,000 kg/day"
"Mar 28-29, 2017",2017,Below Liberty Island,TSS,,,,Below Liberty,1881,"1,000 kg/day"
"Mar 28-29, 2017",2017,Below Liberty Island,VSS,,,,Below Liberty,349.7,"1,000 kg/day"
